,firefly,renilla,column,row,plate,transfection,enhancer,plasmid,allele,batch,DHT
F36-6(reverse),593,564,9,D,14,849,f36-6r,73,0,4,2
F36-6(reverse),621,609,10,D,14,850,f36-6r,73,0,4,2
F36-6(reverse),511,548,11,D,14,851,f36-6r,73,0,4,2
F36-6(reverse),531,542,12,D,14,852,f36-6r,73,0,4,2
F37-1(forward),1771,848,1,E,14,853,f37-1f,74,0,4,1
F37-1(forward),2665,642,2,E,14,854,f37-1f,74,0,4,1
F37-1(forward),2837,707,3,E,14,855,f37-1f,74,0,4,1
F37-1(forward),4983,960,4,E,14,856,f37-1f,74,0,4,1
F37-1(forward),2460,689,5,E,14,857,f37-1f,74,0,4,2
F37-1(forward),2862,772,6,E,14,858,f37-1f,74,0,4,2
F37-1(forward),2385,755,7,E,14,859,f37-1f,74,0,4,2
F37-1(forward),2023,688,8,E,14,860,f37-1f,74,0,4,2
F37-2(forward),4209,791,9,E,14,861,f37-2f,75,0,4,1
F37-2(forward),3049,692,10,E,14,862,f37-2f,75,0,4,1
F37-2(forward),4679,823,11,E,14,863,f37-2f,75,0,4,1
F37-2(forward),5046,940,12,E,14,864,f37-2f,75,0,4,1
F37-2(forward),1690,641,1,F,14,865,f37-2f,75,0,4,2
F37-2(forward),1866,654,2,F,14,866,f37-2f,75,0,4,2
F37-2(forward),1863,650,3,F,14,867,f37-2f,75,0,4,2
F37-2(forward),1761,594,4,F,14,868,f37-2f,75,0,4,2
F37-5(reverse),705,789,5,F,14,869,f37-5r,76,0,4,1
F37-5(reverse),917,765,6,F,14,870,f37-5r,76,0,4,1
F37-5(reverse),938,828,7,F,14,871,f37-5r,76,0,4,1
F37-5(reverse),1043,956,8,F,14,872,f37-5r,76,0,4,1
F37-5(reverse),757,667,9,F,14,873,f37-5r,76,0,4,2
F37-5(reverse),694,661,10,F,14,874,f37-5r,76,0,4,2
F37-5(reverse),826,722,11,F,14,875,f37-5r,76,0,4,2
F37-5(reverse),650,695,12,F,14,876,f37-5r,76,0,4,2
F37-6(reverse),1062,981,1,G,14,877,f37-6r,77,0,4,1
F37-6(reverse),974,739,2,G,14,878,f37-6r,77,0,4,1
F37-6(reverse),818,742,3,G,14,879,f37-6r,77,0,4,1
F37-6(reverse),948,793,4,G,14,880,f37-6r,77,0,4,1
F37-6(reverse),660,614,5,G,14,881,f37-6r,77,0,4,2
F37-6(reverse),679,664,6,G,14,882,f37-6r,77,0,4,2
F37-6(reverse),643,616,7,G,14,883,f37-6r,77,0,4,2
F37-6(reverse),649,592,8,G,14,884,f37-6r,77,0,4,2
F38-3(forward),592,728,9,G,14,885,f38-3f,78,0,4,1
F38-3(forward),627,724,10,G,14,886,f38-3f,78,0,4,1
F38-3(forward),602,721,11,G,14,887,f38-3f,78,0,4,1
F38-3(forward),588,731,12,G,14,888,f38-3f,78,0,4,1
F38-3(forward),601,600,1,H,14,889,f38-3f,78,0,4,2
F38-3(forward),658,591,2,H,14,890,f38-3f,78,0,4,2
F38-3(forward),627,628,3,H,14,891,f38-3f,78,0,4,2
F38-3(forward),582,548,4,H,14,892,f38-3f,78,0,4,2
F38-4(reverse),675,639,5,H,14,893,f38-4r,79,0,4,1
F38-4(reverse),855,746,6,H,14,894,f38-4r,79,0,4,1
F38-4(reverse),755,647,7,H,14,895,f38-4r,79,0,4,1
F38-4(reverse),747,736,8,H,14,896,f38-4r,79,0,4,1
F38-4(reverse),3171,558,9,H,14,897,f38-4r,79,0,4,2
F38-4(reverse),4591,658,10,H,14,898,f38-4r,79,0,4,2
F38-4(reverse),3991,634,11,H,14,899,f38-4r,79,0,4,2
F38-4(reverse),3049,598,12,H,14,900,f38-4r,79,0,4,2
F38-6(reverse),809,710,1,A,15,901,f38-6r,80,0,4,1
F38-6(reverse),809,643,2,A,15,902,f38-6r,80,0,4,1
F38-6(reverse),936,665,3,A,15,903,f38-6r,80,0,4,1
F38-6(reverse),967,783,4,A,15,904,f38-6r,80,0,4,1
F38-6(reverse),1761,575,5,A,15,905,f38-6r,80,0,4,2
F38-6(reverse),2025,632,6,A,15,906,f38-6r,80,0,4,2
F38-6(reverse),1727,543,7,A,15,907,f38-6r,80,0,4,2
F38-6(reverse),1642,552,8,A,15,908,f38-6r,80,0,4,2
FoxA1-1-8(forward),1116,655,9,A,15,909,foxa1-1-8f,81,0,4,1
FoxA1-1-8(forward),1138,725,10,A,15,910,foxa1-1-8f,81,0,4,1
FoxA1-1-8(forward),1188,681,11,A,15,911,foxa1-1-8f,81,0,4,1
FoxA1-1-8(forward),1212,728,12,A,15,912,foxa1-1-8f,81,0,4,1
FoxA1-1-8(forward),1187,752,1,B,15,913,foxa1-1-8f,81,0,4,2
FoxA1-1-8(forward),993,591,2,B,15,914,foxa1-1-8f,81,0,4,2
FoxA1-1-8(forward),1064,578,3,B,15,915,foxa1-1-8f,81,0,4,2
FoxA1-1-8(forward),994,590,4,B,15,916,foxa1-1-8f,81,0,4,2
FoxA1-1-12(reverse),595,717,5,B,15,917,foxa1-1-12r,82,0,4,1
FoxA1-1-12(reverse),605,714,6,B,15,918,foxa1-1-12r,82,0,4,1
FoxA1-1-12(reverse),588,698,7,B,15,919,foxa1-1-12r,82,0,4,1
FoxA1-1-12(reverse),672,810,8,B,15,920,foxa1-1-12r,82,0,4,1
FoxA1-1-12(reverse),735,744,9,B,15,921,foxa1-1-12r,82,0,4,2
FoxA1-1-12(reverse),567,590,10,B,15,922,foxa1-1-12r,82,0,4,2
FoxA1-1-12(reverse),525,595,11,B,15,923,foxa1-1-12r,82,0,4,2
FoxA1-1-12(reverse),610,612,12,B,15,924,foxa1-1-12r,82,0,4,2
FoxA1-1-2(forward),826,687,1,C,15,925,foxa1-1-2f,83,0,4,1
FoxA1-1-2(forward),980,772,2,C,15,926,foxa1-1-2f,83,0,4,1
FoxA1-1-2(forward),868,696,3,C,15,927,foxa1-1-2f,83,0,4,1
FoxA1-1-2(forward),979,746,4,C,15,928,foxa1-1-2f,83,0,4,1
FoxA1-1-2(forward),999,631,5,C,15,929,foxa1-1-2f,83,0,4,2
FoxA1-1-2(forward),1256,638,6,C,15,930,foxa1-1-2f,83,0,4,2
FoxA1-1-2(forward),1052,655,7,C,15,931,foxa1-1-2f,83,0,4,2
FoxA1-1-2(forward),858,584,8,C,15,932,foxa1-1-2f,83,0,4,2
FoxA1-1-6(reverse),513,630,9,C,15,933,foxa1-1-6r,84,0,4,1
FoxA1-1-6(reverse),579,718,10,C,15,934,foxa1-1-6r,84,0,4,1
FoxA1-1-6(reverse),592,713,11,C,15,935,foxa1-1-6r,84,0,4,1
FoxA1-1-6(reverse),562,709,12,C,15,936,foxa1-1-6r,84,0,4,1
FoxA1-1-6(reverse),470,512,1,D,15,937,foxa1-1-6r,84,0,4,2
FoxA1-1-6(reverse),579,622,2,D,15,938,foxa1-1-6r,84,0,4,2
FoxA1-1-6(reverse),548,602,3,D,15,939,foxa1-1-6r,84,0,4,2
FoxA1-1-6(reverse),542,652,4,D,15,940,foxa1-1-6r,84,0,4,2
CT1,515,507,1,A,16,941,ct1,1,0,5,1
CT1,540,516,2,A,16,941,ct1,1,0,5,1
CT1,523,487,3,A,16,942,ct1,1,0,5,1
CT1,526,489,4,A,16,942,ct1,1,0,5,1
CT1,547,515,5,A,16,943,ct1,1,0,5,1
CT1,550,512,6,A,16,943,ct1,1,0,5,1
CT1,541,497,7,A,16,944,ct1,1,0,5,1
CT1,530,492,8,A,16,944,ct1,1,0,5,1
CT2,606,511,9,A,16,945,ct2,2,0,5,1
CT2,636,521,10,A,16,945,ct2,2,0,5,1
CT2,567,491,11,A,16,946,ct2,2,0,5,1
CT2,574,493,12,A,16,946,ct2,2,0,5,1
CT2,578,527,1,B,16,947,ct2,2,0,5,1
CT2,603,509,2,B,16,947,ct2,2,0,5,1
CT2,578,497,3,B,16,948,ct2,2,0,5,1
CT2,556,485,4,B,16,948,ct2,2,0,5,1
PSA,393,396,5,B,16,949,psa,3,0,5,1
PSA,400,393,6,B,16,949,psa,3,0,5,1
PSA,474,467,7,B,16,950,psa,3,0,5,1
PSA,470,472,8,B,16,950,psa,3,0,5,1
PSA,418,489,9,B,16,951,psa,3,0,5,1
PSA,422,484,10,B,16,951,psa,3,0,5,1
PSA,419,486,11,B,16,952,psa,3,0,5,1
PSA,413,484,12,B,16,952,psa,3,0,5,1
F35-3-1,910,489,1,C,16,953,f35-3f,4,0,5,1
F35-3-1,858,484,2,C,16,953,f35-3f,4,0,5,1
F35-3-1,1025,518,3,C,16,954,f35-3f,4,0,5,1
F35-3-1,1063,522,4,C,16,954,f35-3f,4,0,5,1
F35-3-1,908,486,5,C,16,955,f35-3f,4,0,5,1
F35-3-1,962,474,6,C,16,955,f35-3f,4,0,5,1
F35-3-1,935,491,7,C,16,956,f35-3f,4,0,5,1
F35-3-1,968,502,8,C,16,956,f35-3f,4,0,5,1
F35-3-2,795,444,9,C,16,957,f35-3f,5,0,5,1
F35-3-2,805,458,10,C,16,957,f35-3f,5,0,5,1
F35-3-2,787,443,11,C,16,958,f35-3f,5,0,5,1
F35-3-2,755,436,12,C,16,958,f35-3f,5,0,5,1
F35-3-2,745,459,1,D,16,959,f35-3f,5,0,5,1
F35-3-2,790,475,2,D,16,959,f35-3f,5,0,5,1
F35-3-2,652,467,3,D,16,960,f35-3f,5,0,5,1
F35-3-2,690,436,4,D,16,960,f35-3f,5,0,5,1
F35-3-3,1042,613,5,D,16,961,f35-3f,6,0,5,1
F35-3-3,1094,501,6,D,16,961,f35-3f,6,0,5,1
F35-3-3,1457,563,7,D,16,962,f35-3f,6,0,5,1
F35-3-3,1417,559,8,D,16,962,f35-3f,6,0,5,1
F35-3-3,1428,568,9,D,16,963,f35-3f,6,0,5,1
F35-3-3,1369,568,10,D,16,963,f35-3f,6,0,5,1
F35-3-3,1319,514,11,D,16,964,f35-3f,6,0,5,1
F35-3-3,1249,484,12,D,16,964,f35-3f,6,0,5,1
F35-3-4,824,454,1,E,16,965,f35-3f,7,0,5,1
F35-3-4,855,464,2,E,16,965,f35-3f,7,0,5,1
F35-3-4,776,443,3,E,16,966,f35-3f,7,0,5,1
F35-3-4,752,436,4,E,16,966,f35-3f,7,0,5,1
F35-3-4,719,432,5,E,16,967,f35-3f,7,0,5,1
F35-3-4,721,428,6,E,16,967,f35-3f,7,0,5,1
F35-3-4,676,432,7,E,16,968,f35-3f,7,0,5,1
F35-3-4,670,420,8,E,16,968,f35-3f,7,0,5,1
F35-3-5,1003,606,9,E,16,969,f35-3f,8,0,5,1
F35-3-5,1129,502,10,E,16,969,f35-3f,8,0,5,1
F35-3-5,1292,556,11,E,16,970,f35-3f,8,0,5,1
F35-3-5,1320,560,12,E,16,970,f35-3f,8,0,5,1
F35-3-5,1073,493,1,F,16,971,f35-3f,8,0,5,1
F35-3-5,1074,494,2,F,16,971,f35-3f,8,0,5,1
F35-3-5,1108,516,3,F,16,972,f35-3f,8,0,5,1
F35-3-5,1119,515,4,F,16,972,f35-3f,8,0,5,1
F35-3-6,1034,509,5,F,16,973,f35-3f,9,0,5,1
F35-3-6,1024,501,6,F,16,973,f35-3f,9,0,5,1
F35-3-6,1000,481,7,F,16,974,f35-3f,9,0,5,1
F35-3-6,1029,476,8,F,16,974,f35-3f,9,0,5,1
F35-3-6,906,460,9,F,16,975,f35-3f,9,0,5,1
F35-3-6,910,466,10,F,16,975,f35-3f,9,0,5,1
F35-3-6,916,455,11,F,16,976,f35-3f,9,0,5,1
F35-3-6,869,440,12,F,16,976,f35-3f,9,0,5,1
mF35-3-3-1,1414,741,1,G,16,977,f35-3fm,10,0,5,1
mF35-3-3-1,1704,604,2,G,16,977,f35-3fm,10,0,5,1
mF35-3-3-1,1670,614,3,G,16,978,f35-3fm,10,0,5,1
mF35-3-3-1,1648,591,4,G,16,978,f35-3fm,10,0,5,1
mF35-3-3-1,1598,574,5,G,16,979,f35-3fm,10,0,5,1
mF35-3-3-1,1523,563,6,G,16,979,f35-3fm,10,0,5,1
mF35-3-3-1,1746,610,7,G,16,980,f35-3fm,10,0,5,1
mF35-3-3-1,1746,601,8,G,16,980,f35-3fm,10,0,5,1
mF35-3-3-2,1800,587,9,G,16,981,f35-3fm,11,0,5,1
mF35-3-3-2,1852,595,10,G,16,981,f35-3fm,11,0,5,1
mF35-3-3-2,1769,580,11,G,16,982,f35-3fm,11,0,5,1
mF35-3-3-2,1642,564,12,G,16,982,f35-3fm,11,0,5,1
mF35-3-3-2,1025,489,1,H,16,983,f35-3fm,11,0,5,1
mF35-3-3-2,1047,477,2,H,16,983,f35-3fm,11,0,5,1
mF35-3-3-2,1041,462,3,H,16,984,f35-3fm,11,0,5,1
mF35-3-3-2,1061,464,4,H,16,984,f35-3fm,11,0,5,1
mF35-3-3-3,1286,763,5,H,16,985,f35-3fm,12,0,5,1
mF35-3-3-3,1564,613,6,H,16,985,f35-3fm,12,0,5,1
mF35-3-3-3,1456,584,7,H,16,986,f35-3fm,12,0,5,1
mF35-3-3-3,1459,572,8,H,16,986,f35-3fm,12,0,5,1
mF35-3-3-3,1336,556,9,H,16,987,f35-3fm,12,0,5,1
mF35-3-3-3,1373,553,10,H,16,987,f35-3fm,12,0,5,1
mF35-3-3-3,939,499,11,H,16,988,f35-3fm,12,0,5,1
mF35-3-3-3,1013,500,12,H,16,988,f35-3fm,12,0,5,1
mF35-3-3-4,1192,520,1,A,17,989,f35-3fm,13,0,5,1
mF35-3-3-4,1233,526,2,A,17,989,f35-3fm,13,0,5,1
mF35-3-3-4,1278,510,3,A,17,990,f35-3fm,13,0,5,1
mF35-3-3-4,1292,510,4,A,17,990,f35-3fm,13,0,5,1
mF35-3-3-4,948,435,5,A,17,991,f35-3fm,13,0,5,1
mF35-3-3-4,917,448,6,A,17,991,f35-3fm,13,0,5,1
mF35-3-3-4,925,478,7,A,17,992,f35-3fm,13,0,5,1
mF35-3-3-4,915,458,8,A,17,992,f35-3fm,13,0,5,1
mF35-3-3-5,1239,690,9,A,17,993,f35-3fm,14,0,5,1
mF35-3-3-5,1466,551,10,A,17,993,f35-3fm,14,0,5,1
mF35-3-3-5,1481,588,11,A,17,994,f35-3fm,14,0,5,1
mF35-3-3-5,1500,581,12,A,17,994,f35-3fm,14,0,5,1
mF35-3-3-5,1316,543,1,B,17,995,f35-3fm,14,0,5,1
mF35-3-3-5,1348,542,2,B,17,995,f35-3fm,14,0,5,1
mF35-3-3-5,1688,589,3,B,17,996,f35-3fm,14,0,5,1
mF35-3-3-5,1679,587,4,B,17,996,f35-3fm,14,0,5,1
mF35-3-3-6,1251,510,5,B,17,997,f35-3fm,15,0,5,1
mF35-3-3-6,1187,489,6,B,17,997,f35-3fm,15,0,5,1
mF35-3-3-6,1025,480,7,B,17,998,f35-3fm,15,0,5,1
mF35-3-3-6,1032,473,8,B,17,998,f35-3fm,15,0,5,1
mF35-3-3-6,1060,507,9,B,17,999,f35-3fm,15,0,5,1
mF35-3-3-6,1113,502,10,B,17,999,f35-3fm,15,0,5,1
mF35-3-3-6,996,490,11,B,17,1000,f35-3fm,15,0,5,1
mF35-3-3-6,1011,481,12,B,17,1000,f35-3fm,15,0,5,1
F37-1-1,1750,553,1,C,17,1001,f37-1f,16,0,5,1
F37-1-1,1684,549,2,C,17,1001,f37-1f,16,0,5,1
F37-1-1,1683,537,3,C,17,1002,f37-1f,16,0,5,1
F37-1-1,1544,536,4,C,17,1002,f37-1f,16,0,5,1
F37-1-1,1496,515,5,C,17,1003,f37-1f,16,0,5,1
F37-1-1,1464,510,6,C,17,1003,f37-1f,16,0,5,1
F37-1-1,1300,509,7,C,17,1004,f37-1f,16,0,5,1
F37-1-1,1248,488,8,C,17,1004,f37-1f,16,0,5,1
F37-1-2,1329,502,9,C,17,1005,f37-1f,17,0,5,1
F37-1-2,1353,504,10,C,17,1005,f37-1f,17,0,5,1
F37-1-2,1277,505,11,C,17,1006,f37-1f,17,0,5,1
F37-1-2,1456,510,12,C,17,1006,f37-1f,17,0,5,1
F37-1-2,1318,495,1,D,17,1007,f37-1f,17,0,5,1
F37-1-2,1322,504,2,D,17,1007,f37-1f,17,0,5,1
F37-1-2,1273,470,3,D,17,1008,f37-1f,17,0,5,1
F37-1-2,1251,486,4,D,17,1008,f37-1f,17,0,5,1
F37-1-3,1355,676,5,D,17,1009,f37-1f,18,0,5,1
F37-1-3,1547,530,6,D,17,1009,f37-1f,18,0,5,1
F37-1-3,1761,532,7,D,17,1010,f37-1f,18,0,5,1
F37-1-3,1760,531,8,D,17,1010,f37-1f,18,0,5,1
F37-1-3,1771,536,9,D,17,1011,f37-1f,18,0,5,1
F37-1-3,1588,525,10,D,17,1011,f37-1f,18,0,5,1
F37-1-3,1577,535,11,D,17,1012,f37-1f,18,0,5,1
F37-1-3,1536,528,12,D,17,1012,f37-1f,18,0,5,1
F37-1-4,1656,558,1,E,17,1013,f37-1f,19,0,5,1
F37-1-4,1866,570,2,E,17,1013,f37-1f,19,0,5,1
F37-1-4,1435,528,3,E,17,1014,f37-1f,19,0,5,1
F37-1-4,1355,499,4,E,17,1014,f37-1f,19,0,5,1
F37-1-4,2068,578,5,E,17,1015,f37-1f,19,0,5,1
F37-1-4,2054,554,6,E,17,1015,f37-1f,19,0,5,1
F37-1-4,1623,548,7,E,17,1016,f37-1f,19,0,5,1
F37-1-4,1607,530,8,E,17,1016,f37-1f,19,0,5,1
F37-1-5,1150,615,9,E,17,1017,f37-1f,20,0,5,1
F37-1-5,1302,493,10,E,17,1017,f37-1f,20,0,5,1
F37-1-5,1614,571,11,E,17,1018,f37-1f,20,0,5,1
F37-1-5,1569,529,12,E,17,1018,f37-1f,20,0,5,1
F37-1-5,1770,554,1,F,17,1019,f37-1f,20,0,5,1
F37-1-5,1788,568,2,F,17,1019,f37-1f,20,0,5,1
F37-1-5,1912,528,3,F,17,1020,f37-1f,20,0,5,1
F37-1-5,1944,540,4,F,17,1020,f37-1f,20,0,5,1
F37-1-6,2399,552,5,F,17,1021,f37-1f,21,0,5,1
F37-1-6,2721,546,6,F,17,1021,f37-1f,21,0,5,1
F37-1-6,2304,510,7,F,17,1022,f37-1f,21,0,5,1
F37-1-6,2220,500,8,F,17,1022,f37-1f,21,0,5,1
F37-1-6,2635,533,9,F,17,1023,f37-1f,21,0,5,1
F37-1-6,2720,539,10,F,17,1023,f37-1f,21,0,5,1
F37-1-6,1604,451,11,F,17,1024,f37-1f,21,0,5,1
F37-1-6,1611,450,12,F,17,1024,f37-1f,21,0,5,1
mF37-1-1-1,1059,581,1,G,17,1025,f37-1fm,22,0,5,1
mF37-1-1-1,1271,475,2,G,17,1025,f37-1fm,22,0,5,1
mF37-1-1-1,1415,490,3,G,17,1026,f37-1fm,22,0,5,1
mF37-1-1-1,1452,490,4,G,17,1026,f37-1fm,22,0,5,1
mF37-1-1-1,1606,547,5,G,17,1027,f37-1fm,22,0,5,1
mF37-1-1-1,1547,511,6,G,17,1027,f37-1fm,22,0,5,1
mF37-1-1-1,1553,533,7,G,17,1028,f37-1fm,22,0,5,1
mF37-1-1-1,1561,527,8,G,17,1028,f37-1fm,22,0,5,1
mF37-1-1-2,1706,555,9,G,17,1029,f37-1fm,23,0,5,1
mF37-1-1-2,1707,546,10,G,17,1029,f37-1fm,23,0,5,1
mF37-1-1-2,1723,517,11,G,17,1030,f37-1fm,23,0,5,1
mF37-1-1-2,1645,509,12,G,17,1030,f37-1fm,23,0,5,1
mF37-1-1-2,1421,489,1,H,17,1031,f37-1fm,23,0,5,1
mF37-1-1-2,1284,482,2,H,17,1031,f37-1fm,23,0,5,1
mF37-1-1-2,1354,476,3,H,17,1032,f37-1fm,23,0,5,1
mF37-1-1-2,1222,477,4,H,17,1032,f37-1fm,23,0,5,1
mF37-1-1-3,1696,759,5,H,17,1033,f37-1fm,24,0,5,1
mF37-1-1-3,1979,552,6,H,17,1033,f37-1fm,24,0,5,1
mF37-1-1-3,2135,566,7,H,17,1034,f37-1fm,24,0,5,1
mF37-1-1-3,2171,565,8,H,17,1034,f37-1fm,24,0,5,1
mF37-1-1-3,1742,521,9,H,17,1035,f37-1fm,24,0,5,1
mF37-1-1-3,1705,537,10,H,17,1035,f37-1fm,24,0,5,1
mF37-1-1-3,1750,622,11,H,17,1036,f37-1fm,24,0,5,1
mF37-1-1-3,1745,598,12,H,17,1036,f37-1fm,24,0,5,1
mF37-1-1-4,1386,492,1,A,18,1037,f37-1fm,25,0,5,1
mF37-1-1-4,1212,490,2,A,18,1037,f37-1fm,25,0,5,1
mF37-1-1-4,1279,494,3,A,18,1038,f37-1fm,25,0,5,1
mF37-1-1-4,1220,495,4,A,18,1038,f37-1fm,25,0,5,1
mF37-1-1-4,1528,519,5,A,18,1039,f37-1fm,25,0,5,1
mF37-1-1-4,1459,511,6,A,18,1039,f37-1fm,25,0,5,1
mF37-1-1-4,1340,496,7,A,18,1040,f37-1fm,25,0,5,1
mF37-1-1-4,1151,478,8,A,18,1040,f37-1fm,25,0,5,1
mF37-1-1-5,1543,730,9,A,18,1041,f37-1fm,26,0,5,1
mF37-1-1-5,1873,556,10,A,18,1041,f37-1fm,26,0,5,1
mF37-1-1-5,1656,535,11,A,18,1042,f37-1fm,26,0,5,1
mF37-1-1-5,1538,522,12,A,18,1042,f37-1fm,26,0,5,1
mF37-1-1-5,1432,514,1,B,18,1043,f37-1fm,26,0,5,1
mF37-1-1-5,1421,514,2,B,18,1043,f37-1fm,26,0,5,1
mF37-1-1-5,1473,518,3,B,18,1044,f37-1fm,26,0,5,1
mF37-1-1-5,1430,532,4,B,18,1044,f37-1fm,26,0,5,1
mF37-1-1-6,1491,526,5,B,18,1045,f37-1fm,27,0,5,1
mF37-1-1-6,1637,513,6,B,18,1045,f37-1fm,27,0,5,1
mF37-1-1-6,1142,483,7,B,18,1046,f37-1fm,27,0,5,1
mF37-1-1-6,1080,476,8,B,18,1046,f37-1fm,27,0,5,1
mF37-1-1-6,1202,496,9,B,18,1047,f37-1fm,27,0,5,1
mF37-1-1-6,1145,488,10,B,18,1047,f37-1fm,27,0,5,1
mF37-1-1-6,1260,517,11,B,18,1048,f37-1fm,27,0,5,1
mF37-1-1-6,1330,512,12,B,18,1048,f37-1fm,27,0,5,1
CT1,547,515,1,A,19,1049,ct1,1,0,6,1
CT1,550,512,2,A,19,1050,ct1,1,0,6,1
CT1,541,497,3,A,19,1051,ct1,1,0,6,1
CT1,530,492,4,A,19,1052,ct1,1,0,6,1
CT1,484,475,5,A,19,1053,ct1,1,0,6,2
CT1,503,483,6,A,19,1054,ct1,1,0,6,2
CT1,534,491,7,A,19,1055,ct1,1,0,6,2
CT1,511,515,8,A,19,1056,ct1,1,0,6,2
CT2,578,527,9,A,19,1057,ct2,2,0,6,1
CT2,603,509,10,A,19,1058,ct2,2,0,6,1
CT2,578,497,11,A,19,1059,ct2,2,0,6,1
CT2,556,485,12,A,19,1060,ct2,2,0,6,1
CT2,557,494,1,B,19,1061,ct2,2,0,6,2
CT2,595,488,2,B,19,1062,ct2,2,0,6,2
CT2,554,495,3,B,19,1063,ct2,2,0,6,2
CT2,545,486,4,B,19,1064,ct2,2,0,6,2
PSA,418,489,5,B,19,1065,psa,3,0,6,1
PSA,422,484,6,B,19,1066,psa,3,0,6,1
PSA,419,486,7,B,19,1067,psa,3,0,6,1
PSA,413,484,8,B,19,1068,psa,3,0,6,1
PSA,16716,3269,9,B,19,1069,psa,3,0,6,2
PSA,25109,726,10,B,19,1070,psa,3,0,6,2
PSA,17754,668,11,B,19,1071,psa,3,0,6,2
PSA,21994,658,12,B,19,1072,psa,3,0,6,2
F40-2(forward),379,543,1,C,19,1073,f40-2f,44,0,6,1
F40-2(forward),378,531,2,C,19,1074,f40-2f,44,0,6,1
F40-2(forward),374,555,3,C,19,1075,f40-2f,44,0,6,1
F40-2(forward),379,511,4,C,19,1076,f40-2f,44,0,6,1
F40-2(forward),378,536,5,C,19,1077,f40-2f,44,0,6,2
F40-2(forward),380,496,6,C,19,1078,f40-2f,44,0,6,2
F40-2(forward),379,523,7,C,19,1079,f40-2f,44,0,6,2
F40-2(forward),377,535,8,C,19,1080,f40-2f,44,0,6,2
F40-3(forward),623,535,9,C,19,1081,f40-3f,45,0,6,1
F40-3(forward),638,534,10,C,19,1082,f40-3f,45,0,6,1
F40-3(forward),563,488,11,C,19,1083,f40-3f,45,0,6,1
F40-3(forward),620,531,12,C,19,1084,f40-3f,45,0,6,1
F40-3(forward),1371,696,1,D,19,1085,f40-3f,45,0,6,2
F40-3(forward),1836,553,2,D,19,1086,f40-3f,45,0,6,2
F40-3(forward),1681,532,3,D,19,1087,f40-3f,45,0,6,2
F40-3(forward),1739,535,4,D,19,1088,f40-3f,45,0,6,2
F40-6(reverse),5619,597,5,D,19,1089,f40-6r,46,0,6,1
F40-6(reverse),4719,534,6,D,19,1090,f40-6r,46,0,6,1
F40-6(reverse),4314,536,7,D,19,1091,f40-6r,46,0,6,1
F40-6(reverse),4949,546,8,D,19,1092,f40-6r,46,0,6,1
F40-6(reverse),33294,826,9,D,19,1093,f40-6r,46,0,6,2
F40-6(reverse),37334,897,10,D,19,1094,f40-6r,46,0,6,2
F40-6(reverse),38956,974,11,D,19,1095,f40-6r,46,0,6,2
F40-6(reverse),38799,731,12,D,19,1096,f40-6r,46,0,6,2
